Field_Number,SNP Plate Number,SNP Well Position,Near_Town,Extraction_Location,Collector,Country,State,Lat,Long,Group,Stage,Stage (notes),Year,Month,Day,RAD?
1710-46131,7,F7,Bolson,WIFL_CR1_E3,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2000,2,17,
1710-46135,7,F8,Bolson,WIFL_CR1_E7,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2001,1,5,
1710-46136,7,F9,Bolson,WIFL_CR1_E8,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2001,1,5,
1710-46137,7,F10,Bolson,WIFL_CR1_E9,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2001,1,1,
1710-46345,7,F11,Bolson,WIFL_CR1_G1,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1901,1,1,
1710-46346,7,F12,Bolson,WIFL_CR1_G2,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1901,1,1,
1710-46347,7,G1,Bolson,WIFL_CR1_G3,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2002,1,2,
1710-46349,7,G2,Bolson,WIFL_CR1_G4,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1901,1,1,
1710-46354,7,G3,Bolson,WIFL_CR1_G7,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2002,1,1,
1710-46355,7,G4,Bolson,WIFL_CR1_G8,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1901,1,1,
1710-46356,7,G5,Bolson,WIFL_CR1_G9,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1901,1,1,
1710-46357,7,G6,Bolson,WIFL_CR1_H1,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2002,1,11,
1740-91806,7,G7,Bolson,WIFL_CR1_H3,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,1,16,
1740-91807,7,G8,Bolson,WIFL_CR1_H4,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,1,16,
1740-91808,7,G9,Bolson,WIFL_CR1_H5,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,1,17,
1740-91809,7,G10,Bolson,WIFL_CR1_H6,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,1,17,
1740-91987,7,G11,Bolson,WIFL_CR2_B7,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,12,23,
1740-91988,7,G12,Bolson,WIFL_CR2_B8,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2000,12,23,
1740-91989,7,H1,Bolson,WIFL_CR2_B9,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,12,24,
1740-91990,7,H2,Bolson,WIFL_CR2_C1,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,12,24,
1740-91991,7,H3,Bolson,WIFL_CR2_C2,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,1999,12,28,
1740-92000,7,H4,Bolson,WIFL_CR2_D1,Eben Paxton,CR,CR,10.3552,-85.42,NA,Wintering,,2001,1,5,
2150-26501,7,H5,Laguan Naranja E.,WIFL_PA-TRA1_A1,Eben Paxton,PAN,PAN,7.4475,-80.372,NA,Wintering,,2000,1,9,
2150-26502,7,H6,Laguan Naranja E.,WIFL_PA-TRA1_A2,Eben Paxton,PAN,PAN,7.4475,-80.372,NA,Wintering,,2000,1,10,
2150-26503,7,H7,Laguan Naranja E.,WIFL_PA-TRA1_A3,Eben Paxton,PAN,PAN,7.4475,-80.372,NA,Wintering,,2000,1,10,
2150-26504,7,H8,Laguan Naranja E.,WIFL_PA-TRA1_A4,Eben Paxton,PAN,PAN,7.4475,-80.372,NA,Wintering,,2000,1,10,
2150-26505,7,H9,Laguan Naranja E.,WIFL_PA-TRA1_A5,Eben Paxton,PAN,PAN,7.4475,-80.372,NA,Wintering,,2000,1,10,
2150-26523,7,H10,Laguan Naranja E.,WIFL_PA-TRA1_B7,Eben Paxton,PAN,PAN,7.4475,-80.372,NA,Wintering,,2000,1,9,
1590-97407,8,A1,Alamosa National Wildlife Refuge,WIFL_ADA1_B9,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1997,6,1,
1590-97409,8,A2,Alamosa National Wildlife Refuge,WIFL_ADA1_C1,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1997,6,1,
1590-97437,8,A3,Alamosa National Wildlife Refuge,WIFL_ADA1_E2,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1997,6,24,
1590-97439,8,A4,Alamosa National Wildlife Refuge,WIFL_ADA1_E3,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1997,6,25,
1590-97441,8,A5,Alamosa National Wildlife Refuge,WIFL_ADA1_E4,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1997,6,25,
1590-97442,8,A6,Alamosa National Wildlife Refuge,WIFL_ADA1_E5,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1997,6,25,
1710-20639,8,A7,Alamosa National Wildlife Refuge,WIFL_ADA2_A4,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1998,6,23,
1740-91746,8,A8,Alamosa National Wildlife Refuge,WIFL_ADA2_E5,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Breeding,,1996,7,25,
1590-97465,8,A9,Arapahoe National Wildlife Ref,WIFL_ADA1_G3,Eben Paxton,USA,CO,40.6167,-106.2833,ada,Breeding,,1997,7,17,
1590-97466,8,A10,Arapahoe National Wildlife Ref,WIFL_ADA1_G4,Eben Paxton,USA,CO,40.6167,-106.2833,ada,Breeding,,1997,7,17,
1590-97467,8,A11,Arapahoe National Wildlife Ref,WIFL_ADA1_G5,Eben Paxton,USA,CO,40.6167,-106.2833,ada,Breeding,,1997,7,17,
1590-97468,8,A12,Arapahoe National Wildlife Ref,WIFL_ADA1_G6,Eben Paxton,USA,CO,40.6167,-106.2833,ada,Breeding,,1997,7,18,
1590-97469,8,B1,Arapahoe National Wildlife Ref,WIFL_ADA1_G7,Eben Paxton,USA,CO,40.6167,-106.2833,ada,Breeding,,1997,7,18,
1590-97412,8,B2,Beaver Creek,WIFL_ADA1_C4,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Breeding,,1997,6,3,
1590-97452,8,B3,Beaver Creek,WIFL_ADA1_F2,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Breeding,,1997,6,29,
1590-97453,8,B4,Beaver Creek,WIFL_ADA1_F3,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Breeding,,1997,6,29,
1590-97454,8,B5,Beaver Creek,WIFL_ADA1_F4,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Breeding,,1997,6,29,
1590-97455,8,B6,Beaver Creek,WIFL_ADA1_F5,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Breeding,,1997,6,30,
1740-91640,8,B7,Beaver Creek,WIFL_ADA2_D3,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Breeding,,1996,7,26,
1590-97220,8,B8,Camp Verde,WIFL_EXT1_A8,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1997,6,8,
1590-97234,8,B9,Camp Verde,WIFL_EXT1_B8,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1997,6,23,
1590-97323,8,B10,Camp Verde,WIFL_EXT1_G7,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1997,6,5,
1590-97326,8,B11,Camp Verde,WIFL_EXT1_G9,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1997,6,5,
1590-97368,8,B12,Camp Verde,WIFL_EXT2_A9,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1997,7,8,
1710-46386,8,C1,Camp Verde,WIFL_EXT5_B1,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,2000,6,25,
1740-91532,8,C2,Camp Verde,WIFL_EXT7_A1,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1996,7,6,
1740-91684,8,C3,Camp Verde,WIFL_EXT7_E9,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Breeding,,1998,6,28,
1590-97410,8,C4,Clear Creek,WIFL_ADA1_C2,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,6,2,
1590-97411,8,C5,Clear Creek,WIFL_ADA1_C3,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,6,2,
1590-97448,8,C6,Clear Creek,WIFL_ADA1_E9,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,6,28,
1590-97451,8,C7,Clear Creek,WIFL_ADA1_F1,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,6,28,
1590-97457,8,C8,Clear Creek,WIFL_ADA1_F6,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,7,1,
1590-97458,8,C9,Clear Creek,WIFL_ADA1_F7,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,7,1,
1590-97460,8,C10,Clear Creek,WIFL_ADA1_F8,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1997,7,1,
1740-91638,8,C11,Clear Creek,WIFL_ADA2_D2,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Breeding,,1996,7,25,
1740-91649,8,C12,Colorado River at Silt,WIFL_ADA2_D9,Eben Paxton,USA,CO,39.5412,-107.6969,ada,Breeding,,1996,7,29,
1740-91650,8,D1,Colorado River at Silt,WIFL_ADA2_E1,Eben Paxton,USA,CO,39.5412,-107.6969,ada,Breeding,,1996,7,29,
1740-91913,8,D2,Desert Ranch,WIFL_ADA2_H9,Eben Paxton,USA,UT,41.74,-111.79,ada,Breeding,,1998,6,24,
1590-97389,8,D3,East Canyon Reservoir,WIFL_ADA1_A7,Eben Paxton,USA,UT,40.8744,-111.583,ada,Breeding,,1998,6,26,
1740-91904,8,D4,East Canyon Reservoir,WIFL_ADA2_G9,Eben Paxton,USA,UT,40.908097,-111.592028,ada,Breeding,,1998,6,13,
1740-91905,8,D5,East Canyon Reservoir,WIFL_ADA2_H1,Eben Paxton,USA,UT,40.908097,-111.592028,ada,Breeding,,1998,6,13,
1740-91906,8,D6,East Canyon Reservoir,WIFL_ADA2_H2,Eben Paxton,USA,UT,40.908097,-111.592028,ada,Breeding,,1998,6,13,
1740-91917,8,D7,East Canyon Reservoir,WIFL_ADA2_I4,Eben Paxton,USA,UT,40.908097,-111.592028,ada,Breeding,,1998,6,26,
1740-51668,8,D8,East Pima site,WIFL_EXT5_D1,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51669,8,D9,East Pima site,WIFL_EXT5_D2,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51671,8,D10,East Pima site,WIFL_EXT5_D3,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51674,8,D11,East Pima site,WIFL_EXT5_D4,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51677,8,D12,East Pima site,WIFL_EXT5_D5,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51678,8,E1,East Pima site,WIFL_EXT5_D6,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51679,8,E2,East Pima site,WIFL_EXT5_D7,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1740-51681,8,E3,East Pima site,WIFL_EXT5_D8,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Breeding,,2002,5,30,
1590-97403,8,E4,Escalante State Wildlife Area,WIFL_ADA1_B8,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1997,5,24,
1590-97413,8,E5,Escalante State Wildlife Area,WIFL_ADA1_C5,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1997,6,11,
1740-91641,8,E6,Escalante State Wildlife Area,WIFL_ADA2_D4,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1996,7,27,
1740-91642,8,E7,Escalante State Wildlife Area,WIFL_ADA2_D5,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1996,7,28,
1740-91643,8,E8,Escalante State Wildlife Area,WIFL_ADA2_D6,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1996,7,28,
1740-91644,8,E9,Escalante State Wildlife Area,WIFL_ADA2_D7,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1996,7,28,
1740-91645,8,E10,Escalante State Wildlife Area,WIFL_ADA2_D8,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1996,7,28,
1740-91674,8,E11,Escalante State Wildlife Area,WIFL_ADA2_E3,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1997,5,29,
1740-91675,8,E12,Escalante State Wildlife Area,WIFL_ADA2_E4,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Breeding,,1997,5,29,
1590-97470,8,F1,Fish Lake,WIFL_ADA1_G8,Eben Paxton,USA,UT,38.6931,-111.6785,ada,Breeding,,1997,7,25,
1590-97471,8,F2,Fish Lake,WIFL_ADA1_G9,Eben Paxton,USA,UT,38.6931,-111.6785,ada,Breeding,,1997,7,26,
1740-91951,8,F3,Fremont River,WIFL_ADA3_C5,Eben Paxton,USA,UT,38.3077,-111.512,ada,Breeding,,1998,7,18,
1740-91952,8,F4,Fremont River,WIFL_ADA3_C6,Eben Paxton,USA,UT,38.3077,-111.512,ada,Breeding,,1998,7,18,
1740-91762,8,F5,Gothic,WIFL_ADA2_F1,Eben Paxton,USA,CO,38.9461,-106.9878,ada,Breeding,,1996,7,29,
2350-24112,8,F6,Higel State Wildlife Area,WIFL_EXT8_F3,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,14,
2350-24115,8,F7,Higel State Wildlife Area,WIFL_EXT8_F4,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,14,
2350-24116,8,F8,Higel State Wildlife Area,WIFL_EXT8_F5,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,14,
2350-24117,8,F9,Higel State Wildlife Area,WIFL_EXT8_F6,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,14,
1590-97430,8,F10,Homestake Creek,WIFL_ADA1_D6,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Breeding,,1997,6,14,
1590-97431,8,F11,Homestake Creek,WIFL_ADA1_D7,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Breeding,,1997,6,14,
1740-91763,8,F12,Homestake Creek,WIFL_ADA2_F2,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Breeding,,1996,7,31,
1740-91764,8,G1,Homestake Creek,WIFL_ADA2_F3,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Breeding,,1996,7,31,
1740-91765,8,G2,Homestake Creek,WIFL_ADA2_F4,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Breeding,,1996,7,31,
1740-91776,8,G3,Homestake Creek,WIFL_ADA2_F5,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Breeding,,1996,7,31,
1590-97416,8,G4,Lake Avery,WIFL_ADA1_C7,Eben Paxton,USA,CO,39.9717,-107.6467,ada,Breeding,,1997,6,12,
1590-97384,8,G5,Little Bear River,WIFL_ADA1_A3,Eben Paxton,USA,UT,41.7191,-111.9438,ada,Breeding,,1998,6,18,
1590-97399,8,G6,Logan Canyon,WIFL_ADA1_B7,Eben Paxton,USA,UT,41.928,-111.5602,ada,Breeding,,1998,7,10,
1740-91934,8,G7,Logan Canyon,WIFL_ADA3_A8,Eben Paxton,USA,UT,41.928,-111.5602,ada,Breeding,,1998,7,10,
1740-91935,8,G8,Logan Canyon,WIFL_ADA3_A9,Eben Paxton,USA,UT,41.928,-111.5602,ada,Breeding,,1998,7,10,
1740-91936,8,G9,Logan Canyon,WIFL_ADA3_B1,Eben Paxton,USA,UT,41.928,-111.5602,ada,Breeding,,1998,7,10,
1740-91938,8,G10,Logan Canyon,WIFL_ADA3_B2,Eben Paxton,USA,UT,41.928,-111.5602,ada,Breeding,,1998,7,10,
1590-97385,8,G11,Logan River,WIFL_ADA1_A4,Eben Paxton,USA,UT,41.7205,-111.8837,ada,Breeding,,1998,6,19,
1740-91909,8,G12,Logan River,WIFL_ADA2_H5,Eben Paxton,USA,UT,41.74,-111.79,ada,Breeding,,1998,6,19,
1740-91910,8,H1,Logan River,WIFL_ADA2_H6,Eben Paxton,USA,UT,41.74,-111.79,ada,Breeding,,1998,6,19,
1740-91911,8,H2,Logan River,WIFL_ADA2_H7,Eben Paxton,USA,UT,41.74,-111.79,ada,Breeding,,1998,6,19,
1740-91912,8,H3,Logan River,WIFL_ADA2_H8,Eben Paxton,USA,UT,41.74,-111.79,ada,Breeding,,1998,6,19,
1740-91692,8,H4,Los Ojos/Parkerview Fish Hatchery,WIFL_EXT7_F7,Eben Paxton,USA,NM,36.7292,-106.5694,ext,Breeding,,1998,7,10,
1740-91693,8,H5,Los Ojos/Parkerview Fish Hatchery,WIFL_EXT7_F8,Eben Paxton,USA,NM,36.7292,-106.5694,ext,Breeding,,1998,7,10,
1740-91694,8,H6,Los Ojos/Parkerview Fish Hatchery,WIFL_EXT7_F9,Eben Paxton,USA,NM,36.7292,-106.5694,ext,Breeding,,1998,7,11,
1590-97386,8,H7,Lost Creek,WIFL_ADA1_A5,Eben Paxton,USA,UT,41.222,-111.3575,ada,Breeding,,1998,6,25,
1590-97388,8,H8,Lost Creek,WIFL_ADA1_A6,Eben Paxton,USA,UT,41.222,-111.3575,ada,Breeding,,1998,6,25,
1740-91914,8,H9,Lost Creek,WIFL_ADA2_I1,Eben Paxton,USA,UT,41.19,-111.39,ada,Breeding,,1998,6,25,
1740-91915,8,H10,Lost Creek,WIFL_ADA2_I2,Eben Paxton,USA,UT,41.19,-111.39,ada,Breeding,,1998,6,25,
1740-91916,9,A1,Lost Creek,WIFL_ADA2_I3,Eben Paxton,USA,UT,41.19,-111.39,ada,Breeding,,1998,6,25,
1590-97342,9,A2,Lower Colorado River,WIFL_EXT1_I4,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1997,6,17,
1590-97343,9,A3,Lower Colorado River,WIFL_EXT1_I5,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1997,6,18,
1590-97344,9,A4,Lower Colorado River,WIFL_EXT1_I6,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1997,6,18,
1710-20638,9,A5,Lower Colorado River,WIFL_EXT4_C6,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1998,7,1,
2140-66628,9,A6,Lower Colorado River,WIFL_EXT8_C4,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1998,7,8,
2140-66640,9,A7,Lower Colorado River,WIFL_EXT8_C5,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1998,8,3,
1590-97445,9,A8,McIntire Springs,WIFL_ADA1_E6,Eben Paxton,USA,CO,37.2833,-105.8167,ada,Breeding,,1997,6,27,
1590-97446,9,A9,McIntire Springs,WIFL_ADA1_E7,Eben Paxton,USA,CO,37.2833,-105.8167,ada,Breeding,,1997,6,27,
1590-97447,9,A10,McIntire Springs,WIFL_ADA1_E8,Eben Paxton,USA,CO,37.2833,-105.8167,ada,Breeding,,1997,6,27,
1590-97461,9,A11,McIntyre Springs,WIFL_ADA1_F9,Eben Paxton,USA,CO,37.2833,-105.8167,ada,Breeding,,1997,7,9,
1740-91953,9,A12,Mill Meadow Reservoir,WIFL_ADA3_C7,Eben Paxton,USA,UT,38.4862,-111.574,ada,Breeding,,1998,7,19,
1740-91673,9,B1,Plateau Creek,WIFL_ADA2_E2,Eben Paxton,USA,CO,39.1884,-108.1274,ada,Breeding,,1996,7,30,
1740-91930,9,B2,Provo River Parkway,WIFL_ADA3_A5,Eben Paxton,USA,UT,40.2367,-111.7183,ada,Breeding,,1998,7,9,
1740-91931,9,B3,Provo River Parkway,WIFL_ADA3_A6,Eben Paxton,USA,UT,40.2367,-111.7183,ada,Breeding,,1998,7,9,
1740-91933,9,B4,Provo River Parkway,WIFL_ADA3_A7,Eben Paxton,USA,UT,40.2367,-111.7183,ada,Breeding,,1998,7,9,
1590-97422,9,B5,Rio Blanco Lake,WIFL_ADA1_D1,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,13,
1590-97423,9,B6,Rio Blanco Lake,WIFL_ADA1_D2,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,13,
1590-97424,9,B7,Rio Blanco Lake,WIFL_ADA1_D3,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,13,
1590-97425,9,B8,Rio Blanco Lake,WIFL_ADA1_D4,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,13,
1590-97427,9,B9,Rio Blanco Lake,WIFL_ADA1_D5,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,13,
1590-97432,9,B10,Rio Blanco Lake,WIFL_ADA1_D8,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,16,
1590-97433,9,B11,Rio Blanco Lake,WIFL_ADA1_D9,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,16,
2350-24107,9,B12,Rio Grande State Wildlife Area,WIFL_EXT8_F1,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,14,
2350-24109,9,C1,Rio Grande State Wildlife Area,WIFL_EXT8_F2,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,14,
2350-24118,9,C2,Rio Grande State Wildlife Area,WIFL_ADA3_C8,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,13,
2350-24120,9,C3,Rio Grande State Wildlife Area,WIFL_ADA3_C9,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,13,
2350-24122,9,C4,Rio Grande State Wildlife Area,WIFL_ADA3_D1,Eben Paxton,USA,CO,37.5,-106,ada,Breeding,,2004,6,13,
1590-97291,9,C5,San Carlos Reservation,WIFL_EXT1_E8,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,10,
1710-20641,9,C6,San Carlos Reservation,WIFL_EXT4_C7,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
1710-20643,9,C7,San Carlos Reservation,WIFL_EXT4_C9,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
