Field_Number,SNP Plate Number,SNP Well Position,Near_Town,Extraction_Location,Collector,Country,State,Lat,Long,Group,Stage,Stage (notes),Year,Month,Day,RAD?
1710-20645,9,C8,San Carlos Reservation,WIFL_EXT4_D2,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,29,
1710-20661,9,C9,San Carlos Reservation,WIFL_EXT4_E1,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,29,
1710-46394,9,C10,San Carlos Reservation,WIFL_EXT5_B8,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
1710-46397,9,C11,San Carlos Reservation,WIFL_EXT5_C2,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,21,
1710-46400,9,C12,San Carlos Reservation,WIFL_EXT5_C5,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
1710-20404,9,D1,San Marcial,WIFL_EXT2_H7,Eben Paxton,USA,NM,33.5729,-107.03,ext,Breeding,,1998,7,12,
1710-20405,9,D2,San Marcial,WIFL_EXT2_H8,Eben Paxton,USA,NM,33.5729,-107.03,ext,Breeding,,1998,7,12,
1710-46316,9,D3,Shiprock,WIFL_EXT4_G2,Eben Paxton,USA,NM,36.8667,-108.7767,ext,Breeding,,1998,7,24,
1710-46317,9,D4,Shiprock,WIFL_EXT4_G3,Eben Paxton,USA,NM,36.8667,-108.7767,ext,Breeding,,1998,7,24,
2350-24201,9,D5,Southern Ute Reservation,WIFL_ADA3_D2,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Breeding,,2004,NA,NA,
2350-24224,9,D6,Southern Ute Reservation,WIFL_ADA3_D3,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Breeding,,2004,NA,NA,
2350-24225,9,D7,Southern Ute Reservation,WIFL_ADA3_D4,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Breeding,,2004,8,1,
2350-24226,9,D8,Southern Ute Reservation,WIFL_ADA3_D5,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Breeding,,2004,7,19,
2350-24227,9,D9,Southern Ute Reservation,WIFL_ADA3_D7,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Breeding,,2004,7,6,
2350-24228,9,D10,Southern Ute Reservation,WIFL_ADA3_D8,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Breeding,,2004,7,31,
1740-91907,9,D11,Spring Creek WMA,WIFL_ADA2_H3,Eben Paxton,USA,UT,41.7198,-111.9349,ada,Breeding,,1998,6,18,
1740-91908,9,D12,Spring Creek WMA,WIFL_ADA2_H4,Eben Paxton,USA,UT,41.7198,-111.9349,ada,Breeding,,1998,6,18,
1740-91954,9,E1,St. George,WIFL_EXT8_B3,Eben Paxton,USA,UT,37.1083,-113.7384,ext,Breeding,,1998,8,5,
1740-91955,9,E2,St. George,WIFL_EXT8_B4,Eben Paxton,USA,UT,37.1083,-113.7384,ext,Breeding,,1998,8,5,
1740-91956,9,E3,St. George,WIFL_EXT8_B5,Eben Paxton,USA,UT,37.1083,-113.7384,ext,Breeding,,1998,8,5,
1740-91957,9,E4,St. George,WIFL_EXT8_B6,Eben Paxton,USA,UT,37.1083,-113.7384,ext,Breeding,,1998,8,5,
1590-97395,9,E5,Stewart Lake,WIFL_ADA1_B3,Eben Paxton,USA,UT,40.3462,-109.3588,ada,Breeding,,1998,7,1,
1740-91925,9,E6,Stewart Lake,WIFL_ADA2_I9,Eben Paxton,USA,UT,40.3462,-109.3588,ada,Breeding,,1998,7,1,
1740-91926,9,E7,Stewart Lake,WIFL_ADA3_A1,Eben Paxton,USA,UT,40.3462,-109.3588,ada,Breeding,,1998,7,1,
1590-97396,9,E8,Strawberry River,WIFL_ADA1_B4,Eben Paxton,USA,UT,40.3468,-111.2271,ada,Breeding,,1998,7,2,
1590-97397,9,E9,Strawberry River,WIFL_ADA1_B5,Eben Paxton,USA,UT,40.3468,-111.2271,ada,Breeding,,1998,7,2,
1590-97398,9,E10,Strawberry River,WIFL_ADA1_B6,Eben Paxton,USA,UT,40.3468,-111.2271,ada,Breeding,,1998,7,2,
1740-91928,9,E11,Strawberry River,WIFL_ADA3_A3,Eben Paxton,USA,UT,40.3468,-111.2271,ada,Breeding,,1998,7,2,
1740-91929,9,E12,Strawberry River,WIFL_ADA3_A4,Eben Paxton,USA,UT,40.3468,-111.2271,ada,Breeding,,1998,7,2,
1740-91687,9,F1,Tierra Azul,WIFL_EXT7_F2,Eben Paxton,USA,NM,36.3042,-105.5733,ext,Breeding,,1998,NA,NA,
1740-91688,9,F2,Tierra Azul,WIFL_EXT7_F3,Eben Paxton,USA,NM,36.3042,-105.5733,ext,Breeding,,1998,7,9,
1740-91691,9,F3,Tierra Azul,WIFL_EXT7_F6,Eben Paxton,USA,NM,36.3042,-105.5733,ext,Breeding,,1998,7,10,
1740-91927,9,F4,Uinta River,WIFL_ADA3_A2,Eben Paxton,USA,UT,40.5943,-110.125,ada,Breeding,,1998,7,1,
1590-97463,9,F5,Vega Reservoir,WIFL_ADA1_G1,Eben Paxton,USA,CO,39.225,-107.8083,ada,Breeding,,1997,7,12,
1590-97464,9,F6,Vega Reservoir,WIFL_ADA1_G2,Eben Paxton,USA,CO,39.225,-107.8083,ada,Breeding,,1997,7,13,
1710-46365,9,F7,West Fort Ditch,WIFL_EXT4_H8,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1710-46368,9,F8,West Fort Ditch,WIFL_EXT4_I2,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1710-46369,9,F9,West Fort Ditch,WIFL_EXT4_I3,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1710-46370,9,F10,West Fort Ditch,WIFL_EXT4_I4,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1710-46387,9,F11,West Fort Ditch,WIFL_EXT5_B2,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1710-46388,9,F12,West Fort Ditch,WIFL_EXT5_B3,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1710-46389,9,G1,West Fort Ditch,WIFL_EXT5_B4,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,2000,6,28,
1740-91683,9,G2,West Fort Ditch,WIFL_EXT7_E8,Eben Paxton,USA,NM,33.0386,-108.5378,ext,Breeding,,1998,6,24,
1590-97225,9,G3,White Mountains,WIFL_EXT1_B1,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1997,6,14,
1590-97261,9,G4,White Mountains,WIFL_EXT1_E1,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1997,7,20,
1590-97369,9,G5,White Mountains,WIFL_EXT2_B1,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1997,7,9,
1590-97370,9,G6,White Mountains,WIFL_EXT2_B2,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1997,7,9,
1590-97371,9,G7,White Mountains,WIFL_EXT2_B3,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1997,7,9,
1710-20632,9,G8,White Mountains,WIFL_EXT4_C1,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1998,7,14,
1710-46396,9,G9,White Mountains,WIFL_EXT5_C1,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1999,6,12,
1740-91535,9,G10,White Mountains,WIFL_EXT7_A3,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1996,7,26,
1740-91631,9,G11,White Mountains,WIFL_EXT7_E3,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1996,7,11,
1740-91698,9,G12,White Mountains,WIFL_EXT7_G4,Eben Paxton,USA,AZ,34,-109,ext,Breeding,,1998,7,21,
1590-97417,9,H1,White River at Buford,WIFL_ADA1_C8,Eben Paxton,USA,CO,39.95,-107.7,ada,Breeding,,1997,6,12,
1590-97418,9,H2,White River at Buford,WIFL_ADA1_C9,Eben Paxton,USA,CO,39.95,-107.7,ada,Breeding,,1997,6,12,
1590-97226,9,H3,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B2,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,15,
1590-97227,9,H4,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B3,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,15,
1590-97229,9,H5,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B4,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,15,
1590-97230,9,H6,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B5,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,16,
1590-97361,9,H7,Zuni/Nutria Diversion Reservoi,WIFL_EXT2_A5,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,7,2,
1590-97362,9,H8,Zuni/Nutria Diversion Reservoi,WIFL_EXT2_A6,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,7,2,
1590-97363,9,H9,Zuni/Nutria Diversion Reservoi,WIFL_EXT2_A7,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,7,2,
1590-97364,9,H10,Zuni/Nutria Diversion Reservoi,WIFL_EXT2_A8,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,7,2,
2240-94365,10,A1,Jatun Sacha,WIFL_MW3_A8,Eben Paxton,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,27,
2240-94367,10,A2,"Hacienda Johanna, Tena",WIFL_MW3_B1,Eben Paxton,EC,EC,-0.9664,-77.812,NA,Wintering,,2004,1,28,
2240-94395,10,A3,Yuturi Lodge,WIFL_MW3_B3,Eben Paxton,EC,EC,-0.4331,-76.279,NA,Wintering,,2004,1,16,
2330-99704,10,A4,La Selva Lodge,WIFL_MW3_C3,Eben Paxton,EC,EC,-0.5,-76.37,NA,Wintering,,2004,1,14,
2330-99706,10,A5,Yuturi Lodge,WIFL_MW3_C5,Eben Paxton,EC,EC,-0.4331,-76.279,NA,Wintering,,2004,1,17,
2330-99708,10,A6,Jaguar Lodge,WIFL_MW3_C7,Eben Paxton,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,26,
2330-99709,10,A7,"Hacienda Johanna, Tena",WIFL_MW3_C8,Eben Paxton,EC,EC,-0.9664,-77.812,NA,Wintering,,2004,1,28,
2330-99713,10,A8,Sacha Lodge,WIFL_MW3_D1,Eben Paxton,EC,EC,-0.47,-76.46,NA,Wintering,,2004,1,12,
2330-99715,10,A9,Sani Lodge,WIFL_MW3_D3,Eben Paxton,EC,EC,-0.4233,-76.285,NA,Wintering,,2004,1,13,
2330-99717,10,A10,"Hacienda Johanna, Tena",WIFL_MW3_D5,Eben Paxton,EC,EC,-0.9664,-77.812,NA,Wintering,,2004,1,27,
2240-94344,10,A11,Jatun Sacha,WIFL_MW3_A1,Mary Whitfield,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,24,
2240-94345,10,A12,Jatun Sacha,WIFL_MW3_A2,Mary Whitfield,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,26,
2240-94346,10,B1,Jatun Sacha,WIFL_MW3_A3,Mary Whitfield,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,26,
2240-94347,10,B2,Jatun Sacha,WIFL_MW3_A4,Mary Whitfield,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,27,
2240-94361,10,B3,Yuturi,WIFL_MW3_A5,Mary Whitfield,EC,EC,-0.4331,-76.279,NA,Wintering,,2004,1,18,
2240-94362,10,B4,Coca,WIFL_MW3_A6,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2004,1,24,
2240-94363,10,B5,Coca,WIFL_MW3_A7,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2004,1,24,
2240-94366,10,B6,Jatun Sacha,WIFL_MW3_A9,Mary Whitfield,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,27,
2240-94368,10,B7,Hacienda Johanna,WIFL_MW3_B2,Mary Whitfield,EC,EC,-0.9957,-77.813,NA,Wintering,,2004,1,28,
2240-94396,10,B8,La Selva,WIFL_MW3_B4,Mary Whitfield,EC,EC,-0.5,-76.37,NA,Wintering,,2004,1,15,
2240-94397,10,B9,La Selva,WIFL_MW3_B5,Mary Whitfield,EC,EC,-0.5,-76.37,NA,Wintering,,2004,1,15,
2240-94398,10,B10,Sani,WIFL_MW3_B6,Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2004,1,13,
2240-94399,10,B11,Coca,WIFL_MW3_B7,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2004,1,11,
2240-94400,10,B12,Mondaa/Yachana,WIFL_MW3_B8,Mary Whitfield,EC,EC,-0.836,-77.221,NA,Wintering,,2004,1,7,
2330-99701,10,C1,Sacha,"WIFL_MW3_B9, WIFL_MWBlood_I3",Mary Whitfield,EC,EC,-0.47,-76.46,NA,Wintering,,2004,1,11,
2330-99702,10,C2,Sani,"WIFL_MW3_C1, WIFL_MWBlood_I4",Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2004,1,13,
2330-99703,10,C3,La Selva,"WIFL_MW3_C2, WIFL_MWBlood_I5",Mary Whitfield,EC,EC,-0.5,-76.37,NA,Wintering,,2004,1,14,
2330-99705,10,C4,Yuturi,WIFL_MW3_C4,Mary Whitfield,EC,EC,-0.4331,-76.279,NA,Wintering,,2004,1,16,
2330-99707,10,C5,Jaguar Lodge,WIFL_MW3_C6,Mary Whitfield,EC,EC,-1.07,-77.61,NA,Wintering,,2004,1,25,
2330-99714,10,C6,Sani,WIFL_MW3_D2,Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2004,1,13,
2330-99716,10,C7,Yuturi,WIFL_MW3_D4,Mary Whitfield,EC,EC,-0.4331,-76.279,NA,Wintering,,2004,1,17,
2330-99727,10,C8,"Hacienda Johanna, Tena",WIFL_MW3_D6,Mary Whitfield,EC,EC,-0.9957,-77.813,NA,Wintering,,2005,1,19,
2330-99728,10,C9,"Hacienda Johanna, Tena",WIFL_MW3_D7,Mary Whitfield,EC,EC,-0.9957,-77.813,NA,Wintering,,2005,1,20,
2330-99729,10,C10,Jatun Sacha,WIFL_MW3_D8,Mary Whitfield,EC,EC,-1.0859,-77.616,NA,Wintering,,2005,1,22,
2330-99730,10,C11,Jatun Sacha,WIFL_MW3_D9,Mary Whitfield,EC,EC,-1.0859,-77.616,NA,Wintering,,2005,1,23,
2330-99731,10,C12,La Selva,WIFL_MW3_E1,Mary Whitfield,EC,EC,-0.5,-76.37,NA,Wintering,,2005,1,28,
2330-99747,10,D1,Mondaa/Yachana,"WIFL_MW3_E2, E3",Mary Whitfield,EC,EC,-0.836,-77.221,NA,Wintering,,2005,1,20,
2330-99748,10,D2,Coca,WIFL_MW3_E4,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2005,1,22,
2330-99749,10,D3,Coca River,WIFL_MW3_E5,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2005,1,24,
2330-99750,10,D4,Coca,WIFL_MW3_E6,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2005,1,23,
2330-99751,10,D5,Coca,WIFL_MW3_E7,Mary Whitfield,EC,EC,-0.4555,-76.993,NA,Wintering,,2005,1,23,
2330-99762,10,D6,"Hacienda Johanna, Tena",WIFL_MW3_E8,Mary Whitfield,EC,EC,-0.9957,-77.813,NA,Wintering,,2005,1,20,
2330-99763,10,D7,Sani Island,WIFL_MW3_E9,Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2005,1,26,
2330-99764,10,D8,Sani Island,WIFL_MW3_F1,Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2005,1,27,
2330-99765,10,D9,Sani Island,WIFL_MW3_F2,Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2005,1,28,
2330-99766,10,D10,Sani Island,WIFL_MW3_F3,Mary Whitfield,EC,EC,-0.4759,-76.313,NA,Wintering,,2005,1,28,
2330-99777,10,D11,Mondaa/Yachana,"WIFL_MW3_F4, F5",Mary Whitfield,EC,EC,-0.836,-77.221,NA,Wintering,,2005,1,20,
2150-26506,10,D12,Pese,WIFL_PA-TRA1_A6,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,12,
2150-26507,10,E1,Pese,WIFL_PA-TRA1_A7,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,12,
2150-26508,10,E2,San Felix,WIFL_PA-TRA1_A8,Eben Paxton,PAN,PAN,8.1732,-81.867,NA,Wintering,,2000,1,15,
2150-26509,10,E3,San Felix,WIFL_PA-TRA1_A9,Eben Paxton,PAN,PAN,8.1732,-81.867,NA,Wintering,,2000,1,15,
2150-26511,10,E4,Tocuman Marsh,WIFL_PA-TRA1_B1,Eben Paxton,PAN,PAN,9.0705,-79.376,NA,Wintering,,2000,1,19,
2150-26512,10,E5,El Real,WIFL_PA-TRA1_B2,Eben Paxton,PAN,PAN,8.1057,-77.723,NA,Wintering,,2000,1,22,
2150-26513,10,E6,El Real,WIFL_PA-TRA1_B3,Eben Paxton,PAN,PAN,8.1057,-77.723,NA,Wintering,,2000,1,22,
2150-26514,10,E7,Las Lajas,WIFL_PA-TRA1_B4,Eben Paxton,PAN,PAN,8.1732,-81.867,NA,Wintering,,2000,1,16,
2150-26516,10,E8,Las Lajas,WIFL_PA-TRA1_B5,Eben Paxton,PAN,PAN,8.1732,-81.867,NA,Wintering,,2000,1,16,
2150-26517,10,E9,Tocuman Marsh,WIFL_PA-TRA1_B6,Eben Paxton,PAN,PAN,9.0705,-79.376,NA,Wintering,,2000,1,19,
2150-26526,10,E10,Laguna Naranja W.,WIFL_PA-TRA1_B8,Eben Paxton,PAN,PAN,7.4488,-80.376,NA,Wintering,,2000,1,10,
2150-26529,10,E11,Pese,WIFL_PA-TRA1_B9,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,12,
2150-26530,10,E12,Pese,WIFL_PA-TRA1_C1,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,12,
2150-26531,10,F1,Pese,WIFL_PA-TRA1_C2,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,12,
2150-26532,10,F2,Pese,WIFL_PA-TRA1_C3,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,12,
2150-26533,10,F3,Pese,WIFL_PA-TRA1_C4,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,17,
2150-26534,10,F4,Pese,WIFL_PA-TRA1_C5,Eben Paxton,PAN,PAN,7.8867,-80.541,NA,Wintering,,2000,1,24,
2150-26538,10,F5,El Real,WIFL_PA-TRA1_C6,Eben Paxton,PAN,PAN,8.1057,-77.723,NA,Wintering,,2000,1,22,
2150-26541,10,F6,El Real,WIFL_PA-TRA1_C7,Eben Paxton,PAN,PAN,8.1057,-77.723,NA,Wintering,,2000,1,22,
2150-26542,10,F7,El Real,WIFL_PA-TRA1_C8,Eben Paxton,PAN,PAN,8.1057,-77.723,NA,Wintering,,2000,1,24,
100451,10,F8,Coos,WIFL_MISC_C1,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,15,
100471,10,F9,Coos,WIFL_MISC_C2,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,14,
100472,10,F10,Coos,WIFL_MISC_C3,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,14,
100492,10,F11,Coos,WIFL_MISC_C4,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,17,
113898,10,F12,Coos,WIFL_MISC_C5,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,13,
113900,10,G1,Coos,WIFL_MISC_C6,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,14,
1590-97275,10,G2,Rogue River/Gold Beach,WIFL_BRW1_A4,Eben Paxton,USA,OR,42.445,-124.38,brw,Breeding,,1999,7,16,
1590-97276,10,G3,Rogue River/Gold Beach,WIFL_BRW1_A5,Eben Paxton,USA,OR,42.445,-124.38,brw,Breeding,,1999,7,16,
1590-97277,10,G4,Rogue River/Gold Beach,WIFL_BRW1_A6,Eben Paxton,USA,OR,42.445,-124.38,brw,Breeding,,1999,7,16,
1710-20522,10,G5,Rogue River/Gold Beach,WIFL_BRW1_C8,Eben Paxton,USA,OR,42.445,-124.38,brw,Breeding,,1999,7,16,
1710-20523,10,G6,Rogue River/Gold Beach,WIFL_BRW1_C9,Eben Paxton,USA,OR,42.445,-124.38,brw,Breeding,,1999,7,16,
1590-97278,10,G7,Eugene,WIFL_BRW1_A7,Eben Paxton,USA,OR,44.0572,-123.21,brw,Breeding,,1999,7,17,
1710-20524,10,G8,Eugene,WIFL_BRW1_D1,Eben Paxton,USA,OR,44.0572,-123.21,brw,Breeding,,1999,7,17,
1710-20535,10,G9,Austoria Airport,WIFL_BRW1_E3,Eben Paxton,USA,OR,46.1503,-123.88,brw,Breeding,,1999,7,20,
1710-20536,10,G10,Austoria Airport,WIFL_BRW1_E4,Eben Paxton,USA,OR,46.1503,-123.88,brw,Breeding,,1999,7,20,
1710-20537,10,G11,Austoria Airport,WIFL_BRW1_E5,Eben Paxton,USA,OR,46.1503,-123.88,brw,Breeding,,1999,7,20,
1710-20538,10,G12,Austoria Airport,WIFL_BRW1_E6,Eben Paxton,USA,OR,46.1503,-123.88,brw,Breeding,,1999,7,20,
1710-46166,10,H1,Edgwick,WIFL_BRW1_F4,Eben Paxton,USA,WA,47.4689,-121.71,brw,Breeding,Possible Breeding,1999,7,22,
1710-46168,10,H2,Carbondale,WIFL_BRW1_F6,Eben Paxton,USA,WA,47.089,-122.05,brw,Breeding,Possible Breeding,1999,7,22,
1710-46169,10,H3,Carbondale,WIFL_BRW1_F7,Eben Paxton,USA,WA,47.089,-122.05,brw,Breeding,Possible Breeding,1999,7,22,
1710-46171,10,H4,Carbondale,WIFL_BRW1_F9,Eben Paxton,USA,WA,47.089,-122.05,brw,Breeding,Possible Breeding,1999,7,22,
1710-46172,10,H5,Carbondale,WIFL_BRW1_G1,Eben Paxton,USA,WA,47.089,-122.05,brw,Breeding,Possible Breeding,1999,7,22,
1710-20369,10,H6,Bigelow Meadows,WIFL_BRW1_B6,Eben Paxton,USA,CA,41.2583,-121.88,brw,Breeding,,1998,7,15,
1710-20370,10,H7,Bigelow Meadows,WIFL_BRW1_B7,Eben Paxton,USA,CA,41.2583,-121.88,brw,Breeding,,1998,7,15,
1710-20371,10,H8,Bigelow Meadows,WIFL_BRW1_B8,Eben Paxton,USA,CA,41.2583,-121.88,brw,Breeding,,1998,7,15,
SEIA01,10,H9,Seiad Valley,WIFL_BRW1_G7,Eben Paxton,USA,CA,41.8403,-123.19,brw,Breeding,,1999,7,13,
SEIA02,10,H10,Seiad Valley,WIFL_BRW1_G8,Eben Paxton,USA,CA,41.8403,-123.19,brw,Breeding,,1999,7,13,
