short_name,short_group,Field_Number,SNP.Plate.Number,SNP.Well.Position,Near_Town,Extraction_Location,Collector,Country,State,Lat,Long,Group,Stage,Stage..notes.,Year,Month,Day,RAD.
extAZ043,extAZ,1590-97302,1,A8,San Pedro/Gila River confluence,WIFL_EXT1_F4,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,1997,5,8,
extAZ044,extAZ,1590-97303,1,A9,San Pedro/Gila River confluence,WIFL_EXT1_F5,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,1997,5,8,
extAZ027,extAZ,1590-97304,1,D12,Roosevelt Lake,WIFL_EXT1_F6,Eben Paxton,USA,AZ,33.767,-111.24,ext,Migrant,Possible Breeding,1997,5,14,
extAZ045,extAZ,1590-97306,1,A10,San Pedro/Gila River confluence,WIFL_EXT1_F7,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,1997,5,22,
extAZ046,extAZ,1590-97307,1,A11,San Pedro/Gila River confluence,WIFL_EXT1_F8,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,1997,5,22,
adaCO022,adaCO,1590-97403,8,E4,Escalante State Wildlife Area,WIFL_ADA1_B8,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Migrant,,1997,5,24,
extCA019,extCA,1890-22763,2,B6,South Fork Kern River,WIFL_MW2_H7,Mary Whitfield,USA,CA,35.6594,-118.46,ext,Migrant,Possible Breeding,2004,5,27,
extAZ015,extAZ,1740-91501,1,G5,Camp Verde,WIFL_EXT6_H7,Eben Paxton,USA,AZ,34.5583,-111.84,ext,Migrant,Possible Breeding,1996,5,28,
extAZ016,extAZ,1740-91504,1,G6,Camp Verde,WIFL_EXT6_H8,Eben Paxton,USA,AZ,34.5583,-111.84,ext,Migrant,Possible Breeding,1996,5,28,
adaCO029,adaCO,1740-91674,8,E11,Escalante State Wildlife Area,WIFL_ADA2_E3,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Migrant,,1997,5,29,
adaCO030,adaCO,1740-91675,8,E12,Escalante State Wildlife Area,WIFL_ADA2_E4,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Migrant,,1997,5,29,
extAZ047,extAZ,1590-97308,1,A12,San Pedro/Gila River confluence,WIFL_EXT1_F9,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,1997,5,29,
extAZ048,extAZ,1590-97310,1,B1,San Pedro/Gila River confluence,WIFL_EXT1_G1,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,1997,5,29,
extAZ090,extAZ,1740-51668,8,D8,East Pima site,WIFL_EXT5_D1,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ091,extAZ,1740-51669,8,D9,East Pima site,WIFL_EXT5_D2,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ093,extAZ,1740-51674,8,D11,East Pima site,WIFL_EXT5_D4,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ094,extAZ,1740-51677,8,D12,East Pima site,WIFL_EXT5_D5,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ095,extAZ,1740-51678,8,E1,East Pima site,WIFL_EXT5_D6,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ096,extAZ,1740-51679,8,E2,East Pima site,WIFL_EXT5_D7,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ097,extAZ,1740-51681,8,E3,East Pima site,WIFL_EXT5_D8,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Migrant,,2002,5,30,
extAZ028,extAZ,1590-97312,1,E1,Roosevelt Lake,WIFL_EXT1_G2,Eben Paxton,USA,AZ,33.767,-111.24,ext,Migrant,Possible Breeding,1997,5,31,
adaCO068,adaCO,1590-97407,8,A1,Alamosa National Wildlife Refuge,WIFL_ADA1_B9,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Migrant,,1997,6,1,
adaCO069,adaCO,1590-97409,8,A2,Alamosa National Wildlife Refuge,WIFL_ADA1_C1,Eben Paxton,USA,CO,37.4307,-105.7896,ada,Migrant,,1997,6,1,
extAZ029,extAZ,1590-97314,1,E2,Roosevelt Lake,WIFL_EXT1_G3,Eben Paxton,USA,AZ,33.767,-111.24,ext,Migrant,Possible Breeding,1997,6,1,
adaCO007,adaCO,1590-97410,8,C4,Clear Creek,WIFL_ADA1_C2,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Migrant,,1997,6,2,
adaCO008,adaCO,1590-97411,8,C5,Clear Creek,WIFL_ADA1_C3,Eben Paxton,USA,CO,37.7917,-108.2356,ada,Migrant,,1997,6,2,
extAZ030,extAZ,1590-97319,1,E3,Roosevelt Lake,WIFL_EXT1_G4,Eben Paxton,USA,AZ,33.767,-111.24,ext,Migrant,Possible Breeding,1997,6,2,
traMI003,traMI,2710-37143,3,F10,Augusta,WIFL_MISC_A2,Mary Whitfield,USA,MI,42.2969,-85.324,tra,Migrant,,2016,6,2,
traMI007,traMI,2750-98990,3,G2,Augusta,"WIFL_MISC_B2, WIFLBLOOD_MISC_D6",Mary Whitfield,USA,MI,42.2969,-85.324,tra,Migrant,,2016,6,2,
traMI008,traMI,2750-98995,3,G3,Augusta,"WIFL_MISC_B3, WIFLBLOOD_MISC_D7",Mary Whitfield,USA,MI,42.2969,-85.324,tra,Migrant,,2016,6,2,
traMI009,traMI,2750-98997,3,G4,Augusta,"WIFL_MISC_B4, WIFLBLOOD_MISC_D8",Mary Whitfield,USA,MI,42.2969,-85.324,tra,Migrant,,2016,6,2,
adaCO001,adaCO,1590-97412,8,B2,Beaver Creek,WIFL_ADA1_C4,Eben Paxton,USA,CO,37.6836,-108.3781,ada,Migrant,,1997,6,3,
extAZ031,extAZ,1590-97320,1,E4,Roosevelt Lake,WIFL_EXT1_G5,Eben Paxton,USA,AZ,33.767,-111.24,ext,Migrant,Possible Breeding,1997,6,3,
extAZ009,extAZ,1590-97323,8,B10,Camp Verde,WIFL_EXT1_G7,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Migrant,,1997,6,5,
extAZ010,extAZ,1590-97326,8,B11,Camp Verde,WIFL_EXT1_G9,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Migrant,,1997,6,5,
extAZ020,extAZ,1590-97322,1,G3,Camp Verde,WIFL_EXT1_G6,Eben Paxton,USA,AZ,34.5583,-111.84,ext,Migrant,Possible Breeding,1997,6,5,
extAZ021,extAZ,1590-97324,1,G4,Camp Verde,WIFL_EXT1_G8,Eben Paxton,USA,AZ,34.5583,-111.84,ext,Migrant,Possible Breeding,1997,6,5,
extAZ022,extAZ,2290-24257,1,G9,Camp Verde,WIFL_EXT8_D2,Eben Paxton,USA,AZ,34.5583,-111.84,ext,Migrant,Possible Breeding,1997,6,5,
extAZ058,extAZ,1590-97289,1,A6,San Pedro/Gila River confluence,WIFL_EXT1_E6,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,2000,6,5,
extAZ059,extAZ,1590-97290,1,A7,San Pedro/Gila River confluence,WIFL_EXT1_E7,Eben Paxton,USA,AZ,32.975,-110.77,ext,Migrant,Possible Breeding,2000,6,5,
extCA043,extCA,2450-87057,2,A5,San Diego,,Barbara Kus,USA,CA,33.2765,-117.37,ext,Migrant,,2011,6,5,Failed
extAZ007,extAZ,1590-97220,8,B8,Camp Verde,WIFL_EXT1_A8,Eben Paxton,USA,AZ,34.5583,-111.8417,ext,Migrant,,1997,6,8,
extAZ060,extAZ,1590-97292,1,B11,San Carlos Reservation,WIFL_EXT1_E9,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Migrant,Possible Breeding,2000,6,10,
extAZ061,extAZ,1590-97293,1,B12,San Carlos Reservation,WIFL_EXT1_F1,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Migrant,Possible Breeding,2000,6,10,
extAZ062,extAZ,1590-97294,1,C1,San Carlos Reservation,WIFL_EXT1_F2,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Migrant,Possible Breeding,2000,6,10,
extAZ063,extAZ,1590-97296,1,C2,San Carlos Reservation,WIFL_EXT1_F3,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Migrant,Possible Breeding,2000,6,10,
extAZ082,extAZ,1590-97291,9,C5,San Carlos Reservation,WIFL_EXT1_E8,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Migrant,,2000,6,10,
extCA001,extCA,1590-97329,2,A12,Santa Ynez River,WIFL_EXT1_H1,Eben Paxton,USA,CA,34.6167,-120.18,ext,Migrant,Possible Breeding,1997,6,10,
adaCO023,adaCO,1590-97413,8,E5,Escalante State Wildlife Area,WIFL_ADA1_C5,Eben Paxton,USA,CO,38.7563,-108.1565,ada,Migrant,,1997,6,11,
brwOR020,brwOR,07N2010,2,F5,Ashland,,,USA,OR,42.1997,-122.69,brw,Migrant,,2007,6,11,
adaCO034,adaCO,1590-97417,9,H1,White River at Buford,WIFL_ADA1_C8,Eben Paxton,USA,CO,39.95,-107.7,ada,Migrant,,1997,6,12,
adaCO035,adaCO,1590-97418,9,H2,White River at Buford,WIFL_ADA1_C9,Eben Paxton,USA,CO,39.95,-107.7,ada,Migrant,,1997,6,12,
adaCO038,adaCO,1590-97416,8,G4,Lake Avery,WIFL_ADA1_C7,Eben Paxton,USA,CO,39.9717,-107.6467,ada,Migrant,,1997,6,12,
brwOR021,brwOR,07N2015,2,F3,Ashland,,,USA,OR,41.63,-122.1,brw,Migrant,,2007,6,12,
extAZ113,extAZ,1710-46396,9,G9,White Mountains,WIFL_EXT5_C1,Eben Paxton,USA,AZ,34,-109,ext,Migrant,,1999,6,12,
extCA002,extCA,1590-97330,2,B1,Santa Ynez River,WIFL_EXT1_H2,Eben Paxton,USA,CA,34.6167,-120.18,ext,Migrant,Possible Breeding,1997,6,12,
extCA003,extCA,1590-97331,2,B2,Santa Ynez River,WIFL_EXT1_H3,Eben Paxton,USA,CA,34.6167,-120.18,ext,Migrant,Possible Breeding,1997,6,12,
extCA004,extCA,1590-97333,2,B3,Santa Ynez River,WIFL_EXT1_H4,Eben Paxton,USA,CA,34.6167,-120.18,ext,Migrant,Possible Breeding,1997,6,12,
adaCO015,adaCO,1590-97422,9,B5,Rio Blanco Lake,WIFL_ADA1_D1,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Migrant,,1997,6,13,
adaCO016,adaCO,1590-97423,9,B6,Rio Blanco Lake,WIFL_ADA1_D2,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Migrant,,1997,6,13,
adaCO017,adaCO,1590-97424,9,B7,Rio Blanco Lake,WIFL_ADA1_D3,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Migrant,,1997,6,13,
adaCO018,adaCO,1590-97425,9,B8,Rio Blanco Lake,WIFL_ADA1_D4,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Migrant,,1997,6,13,
adaCO019,adaCO,1590-97427,9,B9,Rio Blanco Lake,WIFL_ADA1_D5,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Migrant,,1997,6,13,
adaCO057,adaCO,2350-24118,9,C2,Rio Grande State Wildlife Area,WIFL_ADA3_C8,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,13,
adaCO058,adaCO,2350-24120,9,C3,Rio Grande State Wildlife Area,WIFL_ADA3_C9,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,13,
adaCO059,adaCO,2350-24122,9,C4,Rio Grande State Wildlife Area,WIFL_ADA3_D1,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,13,
brwOR010,brwOR,113898,10,F12,Coos,WIFL_MISC_C5,Sharon Birks,USA,OR,43.295,-124.12,brw,Migrant,,2006,6,13,
traMI010,traMI,2750-99269,3,G5,Augusta,"WIFL_MISC_B5, WIFLBLOOD_MISC_D9",Mary Whitfield,USA,MI,42.2969,-85.324,tra,Migrant,,2016,6,13,
traMI011,traMI,2750-99292,3,G6,Augusta,"WIFL_MISC_B6, WIFLBLOOD_MISC_E1",Mary Whitfield,USA,MI,42.2969,-85.324,tra,Migrant,,2016,6,13,
adaCO040,adaCO,1590-97430,8,F10,Homestake Creek,WIFL_ADA1_D6,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Migrant,,1997,6,14,
adaCO041,adaCO,1590-97431,8,F11,Homestake Creek,WIFL_ADA1_D7,Eben Paxton,USA,CO,39.4667,-106.3667,ada,Migrant,,1997,6,14,
adaCO051,adaCO,2350-24112,8,F6,Higel State Wildlife Area,WIFL_EXT8_F3,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,14,
adaCO052,adaCO,2350-24115,8,F7,Higel State Wildlife Area,WIFL_EXT8_F4,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,14,
adaCO053,adaCO,2350-24116,8,F8,Higel State Wildlife Area,WIFL_EXT8_F5,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,14,
adaCO054,adaCO,2350-24117,8,F9,Higel State Wildlife Area,WIFL_EXT8_F6,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,14,
adaCO055,adaCO,2350-24107,9,B12,Rio Grande State Wildlife Area,WIFL_EXT8_F1,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,14,
adaCO056,adaCO,2350-24109,9,C1,Rio Grande State Wildlife Area,WIFL_EXT8_F2,Eben Paxton,USA,CO,37.5,-106,ada,Migrant,,2004,6,14,
brwOR007,brwOR,100471,10,F9,Coos,WIFL_MISC_C2,Sharon Birks,USA,OR,43.295,-124.12,brw,Migrant,,2006,6,14,
brwOR008,brwOR,100472,10,F10,Coos,WIFL_MISC_C3,Sharon Birks,USA,OR,43.295,-124.12,brw,Migrant,,2006,6,14,
brwOR011,brwOR,113900,10,G1,Coos,WIFL_MISC_C6,Sharon Birks,USA,OR,43.295,-124.12,brw,Migrant,,2006,6,14,
extAZ107,extAZ,1590-97225,9,G3,White Mountains,WIFL_EXT1_B1,Eben Paxton,USA,AZ,34,-109,ext,Migrant,,1997,6,14,
extCA005,extCA,1590-97334,2,B4,Santa Ynez River,WIFL_EXT1_H5,Eben Paxton,USA,CA,34.6167,-120.18,ext,Migrant,Possible Breeding,1997,6,14,
extCA006,extCA,1590-97335,2,B5,Santa Ynez River,WIFL_EXT1_H6,Eben Paxton,USA,CA,34.6167,-120.18,ext,Migrant,Possible Breeding,1997,6,14,
brwOR006,brwOR,100451,10,F8,Coos,WIFL_MISC_C1,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,15,
brwOR032,brwOR,10N15156,2,G4,Marion Forks,,Ron Taylor,USA,OR,44.3708,-122.02,brw,Breeding,,2011,6,15,
brwOR033,brwOR,11N0853,2,G5,Marion Forks,,Ron Taylor,USA,OR,44.3708,-122.02,brw,Breeding,,2011,6,15,
extNM003,extNM,1590-97226,9,H3,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B2,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,15,
extNM004,extNM,1590-97227,9,H4,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B3,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,15,
extNM005,extNM,1590-97229,9,H5,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B4,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,15,
extNV001,extNV,1590-97336,3,B6,Pahranagat Lake NWR,WIFL_EXT1_H7,Eben Paxton,USA,NV,37.3167,-115.13,ext,Breeding,,1997,6,15,
extNV002,extNV,1590-97337,3,B7,Pahranagat Lake NWR,WIFL_EXT1_H8,Eben Paxton,USA,NV,37.3167,-115.13,ext,Breeding,,1997,6,15,
adaCO020,adaCO,1590-97432,9,B10,Rio Blanco Lake,WIFL_ADA1_D8,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,16,
adaCO021,adaCO,1590-97433,9,B11,Rio Blanco Lake,WIFL_ADA1_D9,Eben Paxton,USA,CO,40.0883,-108.2119,ada,Breeding,,1997,6,16,
extNM006,extNM,1590-97230,9,H6,Zuni/Nutria Diversion Reservoi,WIFL_EXT1_B5,Eben Paxton,USA,NM,35.2354,-108.64,ext,Breeding,,1997,6,16,
extNV003,extNV,1590-97338,3,B8,Pahranagat Lake NWR,WIFL_EXT1_H9,Eben Paxton,USA,NV,37.3167,-115.13,ext,Breeding,,1997,6,16,
extNV004,extNV,1590-97339,3,B9,Pahranagat Lake NWR,WIFL_EXT1_I1,Eben Paxton,USA,NV,37.3167,-115.13,ext,Breeding,,1997,6,16,
extNV005,extNV,1590-97340,3,B10,Pahranagat Lake NWR,WIFL_EXT1_I2,Eben Paxton,USA,NV,37.3167,-115.13,ext,Breeding,,1997,6,16,
extNV006,extNV,1590-97341,3,B11,Pahranagat Lake NWR,WIFL_EXT1_I3,Eben Paxton,USA,NV,37.3167,-115.13,ext,Breeding,,1997,6,16,
traTN001,traTN,1740-51601,3,E1,Cross Creek,WIFL_PA-TRA1_D2,Eben Paxton,USA,TN,36.5,-87.787,tra,Breeding,,2000,6,16,
traTN002,traTN,1740-51604,3,E2,Cross Creek,WIFL_PA-TRA1_D3,Eben Paxton,USA,TN,36.5,-87.787,tra,Breeding,,2000,6,16,
traTN003,traTN,1740-51605,3,E3,Cross Creek,WIFL_PA-TRA1_D4,Eben Paxton,USA,TN,36.5,-87.787,tra,Breeding,,2000,6,16,
traTN004,traTN,1740-51606,3,E4,Cross Creek,WIFL_PA-TRA1_D5,Eben Paxton,USA,TN,36.5,-87.787,tra,Breeding,,2000,6,16,
brwOR009,brwOR,100492,10,F11,Coos,WIFL_MISC_C4,Sharon Birks,USA,OR,43.295,-124.12,brw,Breeding,,2006,6,17,
extAZ001,extAZ,1590-97342,9,A2,Lower Colorado River,WIFL_EXT1_I4,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1997,6,17,
traND001,traND,1740-51651,3,H4,Arrowwood NWR,WIFL_PA-TRA1_E4,Eben Paxton,USA,ND,47.2125,-98.842,tra,Breeding,,2000,6,17,
traND002,traND,1740-51653,3,H5,Arrowwood NWR,WIFL_PA-TRA1_E5,Eben Paxton,USA,ND,47.2125,-98.842,tra,Breeding,,2000,6,17,
traND003,traND,1740-51654,3,H6,Arrowwood NWR,WIFL_PA-TRA1_E6,Eben Paxton,USA,ND,47.2125,-98.842,tra,Breeding,,2000,6,17,
adaUT001,adaUT,1590-97384,8,G5,Little Bear River,WIFL_ADA1_A3,Eben Paxton,USA,UT,41.7191,-111.9438,ada,Breeding,,1998,6,18,
extAZ002,extAZ,1590-97343,9,A3,Lower Colorado River,WIFL_EXT1_I5,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1997,6,18,
extAZ003,extAZ,1590-97344,9,A4,Lower Colorado River,WIFL_EXT1_I6,Eben Paxton,USA,AZ,36.0503,-114.7331,ext,Breeding,,1997,6,18,
extCA041,extCA,2580-61407,2,A10,San Diego,,Barbara Kus,USA,CA,33.2765,-117.37,ext,Breeding,,2010,6,18,Failed
extCA042,extCA,2580-61408,2,A11,San Diego,,Barbara Kus,USA,CA,33.2765,-117.37,ext,Breeding,,2010,6,18,
extCA044,extCA,2640-78801,2,A1,San Diego,,Barbara Kus,USA,CA,33.2483,-116.79,ext,Breeding,,2010,6,18,Failed
extCA045,extCA,2640-79003,2,A2,San Diego,,Barbara Kus,USA,CA,33.2483,-116.79,ext,Breeding,,2010,6,18,Failed
adaUT002,adaUT,1590-97385,8,G11,Logan River,WIFL_ADA1_A4,Eben Paxton,USA,UT,41.7205,-111.8837,ada,Breeding,,1998,6,19,
traSD001,traSD,1740-51660,3,H2,Little White River Rec. Area,WIFL_PA-TRA1_F3,Eben Paxton,USA,SD,43.1667,-101.53,tra,Breeding,,2000,6,19,
traSD002,traSD,1740-51662,3,H3,Little White River Rec. Area,WIFL_PA-TRA1_F4,Eben Paxton,USA,SD,43.1667,-101.53,tra,Breeding,,2000,6,19,
traTN005,traTN,1740-51612,3,D9,Mountain City,WIFL_PA-TRA1_D9,Eben Paxton,USA,TN,36.3942,-81.852,tra,Breeding,,2000,6,19,
traTN006,traTN,1740-51613,3,D10,Mountain City,WIFL_PA-TRA1_E1,Eben Paxton,USA,TN,36.3942,-81.852,tra,Breeding,,2000,6,19,
traTN007,traTN,1740-51615,3,D11,Mountain City,WIFL_PA-TRA1_E2,Eben Paxton,USA,TN,36.3942,-81.852,tra,Breeding,,2000,6,19,
traTN008,traTN,1740-51616,3,D12,Mountain City,WIFL_PA-TRA1_E3,Eben Paxton,USA,TN,36.3942,-81.852,tra,Breeding,,2000,6,19,
adaMT001,adaMT,1590-97499,3,H10,Hamon Memorial,WIFL_ADA1_H8,Eben Paxton,USA,MT,45.95,-114.13,ada,Breeding,,1998,6,20,Failed
extAZ064,extAZ,1710-20642,1,C3,San Carlos Reservation,WIFL_EXT4_C8,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,20,
extAZ067,extAZ,1710-46371,1,C6,San Carlos Reservation,WIFL_EXT4_I5,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,20,
extAZ075,extAZ,1710-46379,1,D2,San Carlos Reservation,WIFL_EXT5_A5,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,20,
extAZ076,extAZ,1710-46380,1,D3,San Carlos Reservation,WIFL_EXT5_A6,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,20,
extAZ080,extAZ,1710-46391,1,D7,San Carlos Reservation,WIFL_EXT5_B5,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,20,
extAZ081,extAZ,1710-46392,1,D8,San Carlos Reservation,WIFL_EXT5_B6,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,20,
extAZ083,extAZ,1710-20641,9,C6,San Carlos Reservation,WIFL_EXT4_C7,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
extAZ084,extAZ,1710-20643,9,C7,San Carlos Reservation,WIFL_EXT4_C9,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
extAZ087,extAZ,1710-46394,9,C10,San Carlos Reservation,WIFL_EXT5_B8,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
extAZ089,extAZ,1710-46400,9,C12,San Carlos Reservation,WIFL_EXT5_C5,Eben Paxton,USA,AZ,33.1967,-110.4392,ext,Breeding,,2000,6,20,
adaBC001,adaBC,97N5025,1,A4,VANCOVER,,,CAN,BC,49.2783,-123.12,ada,Breeding,,1997,6,21,
extAZ068,extAZ,1710-46372,1,C7,San Carlos Reservation,WIFL_EXT4_I6,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,21,
extAZ069,extAZ,1710-46373,1,C8,San Carlos Reservation,WIFL_EXT4_I7,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,21,
extAZ070,extAZ,1710-46374,1,C9,San Carlos Reservation,WIFL_EXT4_I8,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,21,
extAZ071,extAZ,1710-46375,1,C10,San Carlos Reservation,WIFL_EXT5_A1,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,21,
extAZ072,extAZ,1710-46376,1,C11,San Carlos Reservation,WIFL_EXT5_A2,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,21,
extAZ073,extAZ,1710-46377,1,C12,San Carlos Reservation,WIFL_EXT5_A3,Eben Paxton,USA,AZ,33.1967,-110.44,ext,Breeding,,2000,6,21,
